,,,,,
Mark,Type,Timestamp,Start,End,Direction
1,pulse,0.1,0.1,0.21,
1,pulse,0.1,0.1,0.21,
1,pulse,0.11,0.1,0.21,
1,pulse,0.11,0.1,0.21,
1,pulse,0.12,0.1,0.21,
1,pulse,0.12,0.1,0.21,
1,pulse,0.13,0.1,0.21,
1,pulse,0.13,0.1,0.21,
1,pulse,0.14,0.1,0.21,
1,pulse,0.14,0.1,0.21,
1,pulse,0.14,0.1,0.21,
1,pulse,0.14,0.1,0.21,
1,pulse,0.15,0.1,0.21,
1,pulse,0.15,0.1,0.21,
1,pulse,0.16,0.1,0.21,
1,pulse,0.16,0.1,0.21,
1,pulse,0.17,0.1,0.21,
1,pulse,0.17,0.1,0.21,
1,pulse,0.18,0.1,0.21,
1,pulse,0.18,0.1,0.21,
1,pulse,0.19,0.1,0.21,
1,pulse,0.19,0.1,0.21,
1,pulse,0.2,0.1,0.21,
1,pulse,0.2,0.1,0.21,
1,pulse,0.21,0.1,0.21,
1,pulse,0.21,0.1,0.21,
1,breath,0.25,0.25,0.46,
1,breath,0.27,0.25,0.46,
1,breath,0.3,0.25,0.46,
1,breath,0.33,0.25,0.46,
1,breath,0.35,0.25,0.46,
1,breath,0.38,0.25,0.46,
1,breath,0.41,0.25,0.46,
1,breath,0.44,0.25,0.46,
1,breath,0.46,0.25,0.46,
1,lean,0.53,0.53,1.04,right
2,pulse,1.15,1.15,1.26,
2,pulse,1.15,1.15,1.26,
2,pulse,1.16,1.15,1.26,
2,pulse,1.16,1.15,1.26,
2,pulse,1.17,1.15,1.26,
2,pulse,1.17,1.15,1.26,
2,pulse,1.18,1.15,1.26,
2,pulse,1.18,1.15,1.26,
2,pulse,1.19,1.15,1.26,
2,pulse,1.19,1.15,1.26,
2,pulse,1.2,1.15,1.26,
2,pulse,1.2,1.15,1.26,
2,pulse,1.21,1.15,1.26,
2,pulse,1.21,1.15,1.26,
2,pulse,1.25,1.15,1.26,
2,pulse,1.25,1.15,1.26,
2,pulse,1.26,1.15,1.26,
2,pulse,1.26,1.15,1.26,
2,breath,1.29,1.29,1.5,
2,breath,1.32,1.29,1.5,
2,breath,1.34,1.29,1.5,
2,breath,1.36,1.29,1.5,
2,breath,1.39,1.29,1.5,
2,breath,1.41,1.29,1.5,
2,breath,1.43,1.29,1.5,
2,breath,1.46,1.29,1.5,
2,breath,1.48,1.29,1.5,
2,breath,1.5,1.29,1.5,
2,lean,1.53,1.53,2.09,left
3,pulse,2.21,2.21,2.36,
3,pulse,2.21,2.21,2.36,
3,pulse,2.22,2.21,2.36,
3,pulse,2.22,2.21,2.36,
3,pulse,2.23,2.21,2.36,
3,pulse,2.23,2.21,2.36,
3,pulse,2.24,2.21,2.36,
3,pulse,2.24,2.21,2.36,
3,pulse,2.25,2.21,2.36,
3,pulse,2.25,2.21,2.36,
3,pulse,2.26,2.21,2.36,
3,pulse,2.26,2.21,2.36,
3,pulse,2.25,2.21,2.36,
3,pulse,2.25,2.21,2.36,
3,pulse,2.26,2.21,2.36,
3,pulse,2.26,2.21,2.36,
3,pulse,2.27,2.21,2.36,
3,pulse,2.27,2.21,2.36,
3,pulse,2.28,2.21,2.36,
3,pulse,2.28,2.21,2.36,
3,pulse,2.29,2.21,2.36,
3,pulse,2.29,2.21,2.36,
3,pulse,2.3,2.21,2.36,
3,pulse,2.3,2.21,2.36,
3,pulse,2.31,2.21,2.36,
3,pulse,2.31,2.21,2.36,
3,pulse,2.32,2.21,2.36,
3,pulse,2.32,2.21,2.36,
3,pulse,2.33,2.21,2.36,
3,pulse,2.33,2.21,2.36,
3,pulse,2.34,2.21,2.36,
3,pulse,2.34,2.21,2.36,
3,pulse,2.35,2.21,2.36,
3,pulse,2.35,2.21,2.36,
3,pulse,2.36,2.21,2.36,
3,pulse,2.36,2.21,2.36,
3,breath,2.38,2.38,2.58,
3,breath,2.4,2.38,2.58,
3,breath,2.43,2.38,2.58,
3,breath,2.45,2.38,2.58,
3,breath,2.48,2.38,2.58,
3,breath,2.5,2.38,2.58,
3,breath,2.53,2.38,2.58,
3,breath,2.56,2.38,2.58,
3,breath,2.58,2.38,2.58,
3,lean,3.02,3.02,3.19,right
4,pulse,3.22,3.22,3.36,
4,pulse,3.22,3.22,3.36,
4,pulse,3.28,3.22,3.36,
4,pulse,3.28,3.22,3.36,
4,pulse,3.3,3.22,3.36,
4,pulse,3.3,3.22,3.36,
4,pulse,3.31,3.22,3.36,
4,pulse,3.31,3.22,3.36,
4,pulse,3.31,3.22,3.36,
4,pulse,3.31,3.22,3.36,
4,pulse,3.32,3.22,3.36,
4,pulse,3.32,3.22,3.36,
4,pulse,3.33,3.22,3.36,
4,pulse,3.33,3.22,3.36,
4,pulse,3.34,3.22,3.36,
4,pulse,3.34,3.22,3.36,
4,pulse,3.35,3.22,3.36,
4,pulse,3.35,3.22,3.36,
4,pulse,3.36,3.22,3.36,
4,pulse,3.36,3.22,3.36,
4,breath,3.42,3.42,4.06,
4,breath,3.45,3.42,4.06,
4,breath,3.48,3.42,4.06,
4,breath,3.5,3.42,4.06,
4,breath,3.53,3.42,4.06,
4,breath,3.56,3.42,4.06,
4,breath,3.58,3.42,4.06,
4,breath,4.01,3.42,4.06,
4,breath,4.03,3.42,4.06,
4,breath,4.06,3.42,4.06,
4,lean,4.11,4.11,4.29,left
5,pulse,4.38,4.38,4.45,
5,pulse,4.38,4.38,4.45,
5,pulse,4.39,4.38,4.45,
5,pulse,4.39,4.38,4.45,
5,pulse,4.4,4.38,4.45,
5,pulse,4.4,4.38,4.45,
5,pulse,4.41,4.38,4.45,
5,pulse,4.41,4.38,4.45,
5,pulse,4.42,4.38,4.45,
5,pulse,4.42,4.38,4.45,
5,pulse,4.43,4.38,4.45,
5,pulse,4.43,4.38,4.45,
5,pulse,4.44,4.38,4.45,
5,pulse,4.44,4.38,4.45,
5,pulse,4.45,4.38,4.45,
5,pulse,4.45,4.38,4.45,
5,pulse,4.46,4.38,4.49,
5,pulse,4.46,4.38,4.49,
5,pulse,4.47,4.38,4.49,
5,pulse,4.47,4.38,4.49,
5,pulse,4.48,4.38,4.49,
5,pulse,4.48,4.38,4.49,
5,pulse,4.49,4.38,4.49,
5,pulse,4.49,4.38,4.49,
5,breath,4.54,4.54,5.14,
5,breath,4.57,4.54,5.14,
5,breath,4.59,4.54,5.14,
5,breath,5.02,4.54,5.14,
5,breath,5.05,4.54,5.14,
5,breath,5.07,4.54,5.14,
5,breath,5.1,4.54,5.14,
5,breath,5.12,4.54,5.14,
5,breath,5.14,4.54,5.14,
5,lean,5.17,5.17,5.36,right
6,pulse,5.4,5.4,5.52,
6,pulse,5.4,5.4,5.52,
6,pulse,5.41,5.4,5.52,
6,pulse,5.41,5.4,5.52,
6,pulse,5.42,5.4,5.52,
6,pulse,5.42,5.4,5.52,
6,pulse,5.43,5.4,5.52,
6,pulse,5.43,5.4,5.52,
6,pulse,5.44,5.4,5.52,
6,pulse,5.44,5.4,5.52,
6,pulse,5.45,5.4,5.52,
6,pulse,5.45,5.4,5.52,
6,pulse,5.45,5.4,5.52,
6,pulse,5.45,5.4,5.52,
6,pulse,5.46,5.4,5.52,
6,pulse,5.46,5.4,5.52,
6,pulse,5.47,5.4,5.52,
6,pulse,5.47,5.4,5.52,
6,pulse,5.48,5.4,5.52,
6,pulse,5.48,5.4,5.52,
6,pulse,5.49,5.4,5.52,
6,pulse,5.49,5.4,5.52,
6,pulse,5.5,5.4,5.52,
6,pulse,5.5,5.4,5.52,
6,pulse,5.51,5.4,5.52,
6,pulse,5.51,5.4,5.52,
6,pulse,5.52,5.4,5.52,
6,pulse,5.52,5.4,5.52,
6,breath,5.56,5.56,6.18,
6,breath,6,5.56,6.18,
6,breath,6.02,5.56,6.18,
6,breath,6.05,5.56,6.18,
6,breath,6.07,5.56,6.18,
6,breath,6.1,5.56,6.18,
6,breath,6.13,5.56,6.18,
6,breath,6.15,5.56,6.18,
6,breath,6.18,5.56,6.18,
6,lean,6.21,6.21,6.39,right
7,pulse,6.44,6.44,6.57,
7,pulse,6.44,6.44,6.57,
7,pulse,6.45,6.44,6.57,
7,pulse,6.45,6.44,6.57,
7,pulse,6.46,6.44,6.57,
7,pulse,6.46,6.44,6.57,
7,pulse,6.47,6.44,6.57,
7,pulse,6.47,6.44,6.57,
7,pulse,6.48,6.44,6.57,
7,pulse,6.48,6.44,6.57,
7,pulse,6.49,6.44,6.57,
7,pulse,6.49,6.44,6.57,
7,pulse,6.49,6.44,6.57,
7,pulse,6.49,6.44,6.57,
7,pulse,6.5,6.44,6.57,
7,pulse,6.5,6.44,6.57,
7,pulse,6.57,6.44,6.57,
7,pulse,6.57,6.44,6.57,
7,breath,7.01,7.01,7.23,
7,breath,7.03,7.01,7.23,
7,breath,7.05,7.01,7.23,
7,breath,7.08,7.01,7.23,
7,breath,7.1,7.01,7.23,
7,breath,7.13,7.01,7.23,
7,breath,7.15,7.01,7.23,
7,breath,7.17,7.01,7.23,
7,breath,7.2,7.01,7.23,
7,breath,7.23,7.01,7.23,
7,lean,7.27,7.27,7.42,left
8,pulse,7.48,7.48,7.58,
8,pulse,7.48,7.48,7.58,
8,pulse,7.49,7.48,7.58,
8,pulse,7.49,7.48,7.58,
8,pulse,7.5,7.48,7.58,
8,pulse,7.5,7.48,7.58,
8,pulse,7.51,7.48,7.58,
8,pulse,7.51,7.48,7.58,
8,pulse,7.52,7.48,7.58,
8,pulse,7.52,7.48,7.58,
8,pulse,7.53,7.48,7.58,
8,pulse,7.53,7.48,7.58,
8,pulse,7.54,7.48,7.58,
8,pulse,7.54,7.48,7.58,
8,pulse,7.55,7.48,7.58,
8,pulse,7.55,7.48,7.58,
8,pulse,7.56,7.48,7.58,
8,pulse,7.56,7.48,7.58,
8,pulse,7.57,7.48,7.58,
8,pulse,7.57,7.48,7.58,
8,pulse,7.58,7.48,7.58,
8,pulse,7.58,7.48,7.58,
8,pulse,7.59,7.48,7.59,
8,pulse,7.59,7.48,7.59,
8,breath,8.03,8.03,8.24,
8,breath,8.06,8.03,8.24,
8,breath,8.08,8.03,8.24,
8,breath,8.1,8.03,8.24,
8,breath,8.13,8.03,8.24,
8,breath,8.16,8.03,8.24,
8,breath,8.19,8.03,8.24,
8,breath,8.21,8.03,8.24,
8,breath,8.24,8.03,8.24,
8,lean,8.28,8.28,8.43,left
9,pulse,8.5,8.5,9.04,
9,pulse,8.5,8.5,9.04,
9,pulse,8.51,8.5,9.04,
9,pulse,8.51,8.5,9.04,
9,pulse,8.52,8.5,9.04,
9,pulse,8.52,8.5,9.04,
9,pulse,8.53,8.5,9.04,
9,pulse,8.53,8.5,9.04,
9,pulse,8.54,8.5,9.04,
9,pulse,8.54,8.5,9.04,
9,pulse,8.55,8.5,9.04,
9,pulse,8.55,8.5,9.04,
9,pulse,8.56,8.5,9.04,
9,pulse,8.56,8.5,9.04,
9,pulse,8.57,8.5,9.04,
9,pulse,8.57,8.5,9.04,
9,pulse,8.58,8.5,9.04,
9,pulse,8.58,8.5,9.04,
9,pulse,8.59,8.5,9.04,
9,pulse,8.59,8.5,9.04,
9,pulse,9,8.5,9.04,
9,pulse,9,8.5,9.04,
9,pulse,9.01,8.5,9.04,
9,pulse,9.01,8.5,9.04,
9,pulse,9.02,8.5,9.04,
9,pulse,9.02,8.5,9.04,
9,pulse,9.03,8.5,9.04,
9,pulse,9.03,8.5,9.04,
9,pulse,9.04,8.5,9.04,
9,pulse,9.04,8.5,9.04,
9,breath,9.08,9.08,9.33,
9,breath,9.11,9.08,9.33,
9,breath,9.13,9.08,9.33,
9,breath,9.16,9.08,9.33,
9,breath,9.19,9.08,9.33,
9,breath,9.22,9.08,9.33,
9,breath,9.25,9.08,9.33,
9,breath,9.27,9.08,9.33,
9,breath,9.3,9.08,9.33,
9,breath,9.33,9.08,9.33,
9,lean,9.36,9.36,9.53,left
10,pulse,10.01,10.01,10.13,
10,pulse,10.01,10.01,10.13,
10,pulse,10.02,10.01,10.13,
10,pulse,10.02,10.01,10.13,
10,pulse,10.03,10.01,10.13,
10,pulse,10.03,10.01,10.13,
10,pulse,10.04,10.01,10.13,
10,pulse,10.04,10.01,10.13,
10,pulse,10.05,10.01,10.13,
10,pulse,10.05,10.01,10.13,
10,pulse,10.08,10.01,10.13,
10,pulse,10.08,10.01,10.13,
10,pulse,10.09,10.01,10.13,
10,pulse,10.09,10.01,10.13,
10,pulse,10.1,10.01,10.13,
10,pulse,10.1,10.01,10.13,
10,pulse,10.11,10.01,10.13,
10,pulse,10.11,10.01,10.13,
10,pulse,10.12,10.01,10.13,
10,pulse,10.12,10.01,10.13,
10,pulse,10.13,10.01,10.13,
10,pulse,10.13,10.01,10.13,
10,breath,10.17,10.17,10.4,
10,breath,10.2,10.17,10.4,
10,breath,10.23,10.17,10.4,
10,breath,10.26,10.17,10.4,
10,breath,10.29,10.17,10.4,
10,breath,10.31,10.17,10.4,
10,breath,10.34,10.17,10.4,
10,breath,10.37,10.17,10.4,
10,breath,10.4,10.17,10.4,
10,lean,10.48,10.48,11.02,left
11,pulse,11.1,11.1,11.19,
11,pulse,11.1,11.1,11.19,
11,pulse,11.11,11.1,11.19,
11,pulse,11.11,11.1,11.19,
11,pulse,11.12,11.1,11.19,
11,pulse,11.12,11.1,11.19,
11,pulse,11.13,11.1,11.19,
11,pulse,11.13,11.1,11.19,
11,pulse,11.14,11.1,11.19,
11,pulse,11.14,11.1,11.19,
11,pulse,11.15,11.1,11.19,
11,pulse,11.15,11.1,11.19,
11,pulse,11.16,11.1,11.19,
11,pulse,11.16,11.1,11.19,
11,pulse,11.16,11.1,11.19,
11,pulse,11.16,11.1,11.19,
11,pulse,11.17,11.1,11.19,
11,pulse,11.17,11.1,11.19,
11,pulse,11.18,11.1,11.19,
11,pulse,11.18,11.1,11.19,
11,pulse,11.19,11.1,11.19,
11,pulse,11.19,11.1,11.19,
11,breath,11.27,11.27,11.5,
11,breath,11.29,11.27,11.5,
11,breath,11.32,11.27,11.5,
11,breath,11.34,11.27,11.5,
11,breath,11.37,11.27,11.5,
11,breath,11.39,11.27,11.5,
11,breath,11.42,11.27,11.5,
11,breath,11.44,11.27,11.5,
11,breath,11.47,11.27,11.5,
11,breath,11.5,11.27,11.5,
11,lean,11.53,11.53,12.09,right
12,pulse,12.17,12.17,12.31,
12,pulse,12.17,12.17,12.31,
12,pulse,12.18,12.17,12.31,
12,pulse,12.18,12.17,12.31,
12,pulse,12.19,12.17,12.31,
12,pulse,12.19,12.17,12.31,
12,pulse,12.21,12.17,12.31,
12,pulse,12.21,12.17,12.31,
12,pulse,12.22,12.17,12.31,
12,pulse,12.22,12.17,12.31,
12,pulse,12.23,12.17,12.31,
12,pulse,12.23,12.17,12.31,
12,pulse,12.24,12.17,12.31,
12,pulse,12.24,12.17,12.31,
12,pulse,12.25,12.17,12.31,
12,pulse,12.25,12.17,12.31,
12,pulse,12.26,12.17,12.31,
12,pulse,12.26,12.17,12.31,
12,pulse,12.27,12.17,12.31,
12,pulse,12.27,12.17,12.31,
12,pulse,12.28,12.17,12.31,
12,pulse,12.28,12.17,12.31,
12,pulse,12.29,12.17,12.31,
12,pulse,12.29,12.17,12.31,
12,pulse,12.3,12.17,12.31,
12,pulse,12.3,12.17,12.31,
12,pulse,12.31,12.17,12.31,
12,pulse,12.31,12.17,12.31,
12,breath,12.36,12.36,12.57,
12,breath,12.38,12.36,12.57,
12,breath,12.41,12.36,12.57,
12,breath,12.43,12.36,12.57,
12,breath,12.45,12.36,12.57,
12,breath,12.47,12.36,12.57,
12,breath,12.5,12.36,12.57,
12,breath,12.52,12.36,12.57,
12,breath,12.55,12.36,12.57,
12,breath,12.57,12.36,12.57,
12,lean,13.02,13.02,13.16,left
13,pulse,13.29,13.29,13.37,
13,pulse,13.29,13.29,13.37,
13,pulse,13.3,13.29,13.37,
13,pulse,13.3,13.29,13.37,
13,pulse,13.31,13.29,13.37,
13,pulse,13.31,13.29,13.37,
13,pulse,13.32,13.29,13.37,
13,pulse,13.32,13.29,13.37,
13,pulse,13.33,13.29,13.37,
13,pulse,13.33,13.29,13.37,
13,pulse,13.34,13.29,13.37,
13,pulse,13.34,13.29,13.37,
13,pulse,13.35,13.29,13.37,
13,pulse,13.35,13.29,13.37,
13,pulse,13.36,13.29,13.37,
13,pulse,13.36,13.29,13.37,
13,pulse,13.37,13.29,13.37,
13,pulse,13.37,13.29,13.37,
13,breath,13.45,13.45,14.06,
13,breath,13.47,13.45,14.06,
13,breath,13.5,13.45,14.06,
13,breath,13.52,13.45,14.06,
13,breath,13.55,13.45,14.06,
13,breath,13.57,13.45,14.06,
13,breath,14,13.45,14.06,
13,breath,14.03,13.45,14.06,
13,breath,14.06,13.45,14.06,
13,lean,14.09,14.09,14.26,left
14,pulse,14.24,14.24,14.46,
14,pulse,14.24,14.24,14.46,
14,pulse,14.25,14.24,14.46,
14,pulse,14.25,14.24,14.46,
14,pulse,14.26,14.24,14.46,
14,pulse,14.26,14.24,14.46,
14,pulse,14.39,14.24,14.46,
14,pulse,14.39,14.24,14.46,
14,pulse,14.4,14.24,14.46,
14,pulse,14.4,14.24,14.46,
14,pulse,14.41,14.24,14.46,
14,pulse,14.41,14.24,14.46,
14,pulse,14.42,14.24,14.46,
14,pulse,14.42,14.24,14.46,
14,pulse,14.43,14.24,14.46,
14,pulse,14.43,14.24,14.46,
14,pulse,14.44,14.24,14.46,
14,pulse,14.44,14.24,14.46,
14,pulse,14.45,14.24,14.46,
14,pulse,14.45,14.24,14.46,
14,pulse,14.46,14.24,14.46,
14,pulse,14.46,14.24,14.46,
14,breath,14.51,14.51,15.1,
14,breath,14.54,14.51,15.1,
14,breath,14.57,14.51,15.1,
14,breath,15,14.51,15.1,
14,breath,15.02,14.51,15.1,
14,breath,15.04,14.51,15.1,
14,breath,15.07,14.51,15.1,
14,breath,15.1,14.51,15.1,
14,lean,15.2,15.2,15.4,left
15,pulse,15.48,15.48,16.03,
15,pulse,15.48,15.48,16.03,
15,pulse,15.49,15.48,16.03,
15,pulse,15.49,15.48,16.03,
15,pulse,15.5,15.48,16.03,
15,pulse,15.5,15.48,16.03,
15,pulse,15.51,15.48,16.03,
15,pulse,15.51,15.48,16.03,
15,pulse,15.52,15.48,16.03,
15,pulse,15.52,15.48,16.03,
15,pulse,15.55,15.48,16.03,
15,pulse,15.55,15.48,16.03,
15,pulse,15.56,15.48,16.03,
15,pulse,15.56,15.48,16.03,
15,pulse,15.57,15.48,16.03,
15,pulse,15.57,15.48,16.03,
15,pulse,15.58,15.48,16.03,
15,pulse,15.58,15.48,16.03,
15,pulse,15.59,15.48,16.03,
15,pulse,15.59,15.48,16.03,
15,pulse,16.01,15.48,16.03,
15,pulse,16.01,15.48,16.03,
15,pulse,16.02,15.48,16.03,
15,pulse,16.02,15.48,16.03,
15,pulse,16.03,15.48,16.03,
15,pulse,16.03,15.48,16.03,
15,breath,16.09,16.09,16.31,
15,breath,16.12,16.09,16.31,
15,breath,16.15,16.09,16.31,
15,breath,16.17,16.09,16.31,
15,breath,16.2,16.09,16.31,
15,breath,16.23,16.09,16.31,
15,breath,16.25,16.09,16.31,
15,breath,16.28,16.09,16.31,
15,breath,16.31,16.09,16.31,
15,lean,16.33,16.33,16.54,left
16,pulse,16.59,16.59,17.09,
16,pulse,16.59,16.59,17.09,
16,pulse,17.02,16.59,17.09,
16,pulse,17.02,16.59,17.09,
16,pulse,17.03,16.59,17.09,
16,pulse,17.03,16.59,17.09,
16,pulse,17.04,16.59,17.09,
16,pulse,17.04,16.59,17.09,
16,pulse,17.05,16.59,17.09,
16,pulse,17.05,16.59,17.09,
16,pulse,17.06,16.59,17.09,
16,pulse,17.06,16.59,17.09,
16,pulse,17.09,16.59,17.09,
16,pulse,17.09,16.59,17.09,
16,breath,17.14,17.14,17.36,
16,breath,17.17,17.14,17.36,
16,breath,17.19,17.14,17.36,
16,breath,17.22,17.14,17.36,
16,breath,17.25,17.14,17.36,
16,breath,17.27,17.14,17.36,
16,breath,17.3,17.14,17.36,
16,breath,17.33,17.14,17.36,
16,breath,17.36,17.14,17.36,
16,lean,17.39,17.39,17.54,left
17,pulse,18.01,18.01,18.1,
17,pulse,18.01,18.01,18.1,
17,pulse,18.03,18.01,18.1,
17,pulse,18.03,18.01,18.1,
17,pulse,18.04,18.01,18.1,
17,pulse,18.04,18.01,18.1,
17,pulse,18.05,18.01,18.1,
17,pulse,18.05,18.01,18.1,
17,pulse,18.06,18.01,18.1,
17,pulse,18.06,18.01,18.1,
17,pulse,18.07,18.01,18.1,
17,pulse,18.07,18.01,18.1,
17,pulse,18.08,18.01,18.1,
17,pulse,18.08,18.01,18.1,
17,pulse,18.09,18.01,18.1,
17,pulse,18.09,18.01,18.1,
17,pulse,18.1,18.01,18.1,
17,pulse,18.1,18.01,18.1,
17,breath,18.17,18.17,18.39,
17,breath,18.2,18.17,18.39,
17,breath,18.22,18.17,18.39,
17,breath,18.25,18.17,18.39,
17,breath,18.27,18.17,18.39,
17,breath,18.3,18.17,18.39,
17,breath,18.33,18.17,18.39,
17,breath,18.35,18.17,18.39,
17,breath,18.37,18.17,18.39,
17,breath,18.39,18.17,18.39,
17,lean,18.41,18.41,19.02,right
18,pulse,19.07,19.07,19.12,
18,pulse,19.07,19.07,19.12,
18,pulse,19.08,19.07,19.12,
18,pulse,19.08,19.07,19.12,
18,pulse,19.09,19.07,19.12,
18,pulse,19.09,19.07,19.12,
18,pulse,19.1,19.07,19.12,
18,pulse,19.1,19.07,19.12,
18,pulse,19.11,19.07,19.12,
18,pulse,19.11,19.07,19.12,
18,pulse,19.12,19.07,19.12,
